[2025-09-14 16:22:27,717] [INFO] [real_accelerator.py:161:get_accelerator] Setting ds_accelerator to cuda (auto detect)
2025-09-14 17:08:04,074 Stage: Train 0.5 | Epoch: 22 | Iter: 67600 | Total Loss: 0.004551 | Recon Loss: 0.003811 | Commit Loss: 0.001482 | Perplexity: 649.234821
2025-09-14 17:08:11,797 Stage: Train 0.5 | Epoch: 22 | Iter: 67800 | Total Loss: 0.004429 | Recon Loss: 0.003708 | Commit Loss: 0.001441 | Perplexity: 647.511531
2025-09-14 17:08:19,502 Stage: Train 0.5 | Epoch: 22 | Iter: 68000 | Total Loss: 0.004440 | Recon Loss: 0.003701 | Commit Loss: 0.001478 | Perplexity: 649.941969
2025-09-14 17:08:27,211 Stage: Train 0.5 | Epoch: 22 | Iter: 68200 | Total Loss: 0.004488 | Recon Loss: 0.003747 | Commit Loss: 0.001481 | Perplexity: 648.455227
2025-09-14 17:08:34,927 Stage: Train 0.5 | Epoch: 22 | Iter: 68400 | Total Loss: 0.004554 | Recon Loss: 0.003824 | Commit Loss: 0.001460 | Perplexity: 648.153005
2025-09-14 17:08:42,649 Stage: Train 0.5 | Epoch: 22 | Iter: 68600 | Total Loss: 0.004477 | Recon Loss: 0.003752 | Commit Loss: 0.001450 | Perplexity: 647.620569
2025-09-14 17:08:50,457 Stage: Train 0.5 | Epoch: 22 | Iter: 68800 | Total Loss: 0.004481 | Recon Loss: 0.003761 | Commit Loss: 0.001440 | Perplexity: 647.250942
2025-09-14 17:08:58,245 Stage: Train 0.5 | Epoch: 22 | Iter: 69000 | Total Loss: 0.004440 | Recon Loss: 0.003708 | Commit Loss: 0.001465 | Perplexity: 647.631551
2025-09-14 17:09:06,078 Stage: Train 0.5 | Epoch: 22 | Iter: 69200 | Total Loss: 0.004427 | Recon Loss: 0.003693 | Commit Loss: 0.001467 | Perplexity: 649.056996
2025-09-14 17:09:13,861 Stage: Train 0.5 | Epoch: 22 | Iter: 69400 | Total Loss: 0.004530 | Recon Loss: 0.003801 | Commit Loss: 0.001458 | Perplexity: 648.862001
2025-09-14 17:09:21,689 Stage: Train 0.5 | Epoch: 22 | Iter: 69600 | Total Loss: 0.004353 | Recon Loss: 0.003619 | Commit Loss: 0.001468 | Perplexity: 648.185980
2025-09-14 17:09:29,497 Stage: Train 0.5 | Epoch: 22 | Iter: 69800 | Total Loss: 0.004468 | Recon Loss: 0.003731 | Commit Loss: 0.001474 | Perplexity: 647.644025
Trainning Epoch:  14%|█▍        | 23/165 [46:43<4:43:43, 119.88s/it]2025-09-14 17:09:37,314 Stage: Train 0.5 | Epoch: 23 | Iter: 70000 | Total Loss: 0.004411 | Recon Loss: 0.003679 | Commit Loss: 0.001464 | Perplexity: 647.703971
2025-09-14 17:09:45,130 Stage: Train 0.5 | Epoch: 23 | Iter: 70200 | Total Loss: 0.004476 | Recon Loss: 0.003742 | Commit Loss: 0.001468 | Perplexity: 648.198718
2025-09-14 17:09:52,934 Stage: Train 0.5 | Epoch: 23 | Iter: 70400 | Total Loss: 0.004419 | Recon Loss: 0.003686 | Commit Loss: 0.001467 | Perplexity: 647.266281
2025-09-14 17:10:00,814 Stage: Train 0.5 | Epoch: 23 | Iter: 70600 | Total Loss: 0.004446 | Recon Loss: 0.003718 | Commit Loss: 0.001455 | Perplexity: 646.535454
2025-09-14 17:10:08,642 Stage: Train 0.5 | Epoch: 23 | Iter: 70800 | Total Loss: 0.004400 | Recon Loss: 0.003671 | Commit Loss: 0.001458 | Perplexity: 648.500534
2025-09-14 17:10:16,417 Stage: Train 0.5 | Epoch: 23 | Iter: 71000 | Total Loss: 0.004467 | Recon Loss: 0.003733 | Commit Loss: 0.001469 | Perplexity: 648.856943
2025-09-14 17:10:24,221 Stage: Train 0.5 | Epoch: 23 | Iter: 71200 | Total Loss: 0.004340 | Recon Loss: 0.003602 | Commit Loss: 0.001477 | Perplexity: 651.566396
2025-09-14 17:10:32,030 Stage: Train 0.5 | Epoch: 23 | Iter: 71400 | Total Loss: 0.004514 | Recon Loss: 0.003779 | Commit Loss: 0.001470 | Perplexity: 648.357570
2025-09-14 17:10:39,862 Stage: Train 0.5 | Epoch: 23 | Iter: 71600 | Total Loss: 0.004519 | Recon Loss: 0.003793 | Commit Loss: 0.001452 | Perplexity: 643.692906
2025-09-14 17:10:47,638 Stage: Train 0.5 | Epoch: 23 | Iter: 71800 | Total Loss: 0.004420 | Recon Loss: 0.003697 | Commit Loss: 0.001447 | Perplexity: 645.488057
2025-09-14 17:10:55,457 Stage: Train 0.5 | Epoch: 23 | Iter: 72000 | Total Loss: 0.004449 | Recon Loss: 0.003716 | Commit Loss: 0.001468 | Perplexity: 651.081244
2025-09-14 17:11:03,318 Stage: Train 0.5 | Epoch: 23 | Iter: 72200 | Total Loss: 0.004448 | Recon Loss: 0.003709 | Commit Loss: 0.001479 | Perplexity: 651.070927
2025-09-14 17:11:11,106 Stage: Train 0.5 | Epoch: 23 | Iter: 72400 | Total Loss: 0.004390 | Recon Loss: 0.003648 | Commit Loss: 0.001484 | Perplexity: 650.734193
2025-09-14 17:11:18,922 Stage: Train 0.5 | Epoch: 23 | Iter: 72600 | Total Loss: 0.004366 | Recon Loss: 0.003637 | Commit Loss: 0.001458 | Perplexity: 646.348684
2025-09-14 17:11:26,769 Stage: Train 0.5 | Epoch: 23 | Iter: 72800 | Total Loss: 0.004360 | Recon Loss: 0.003629 | Commit Loss: 0.001462 | Perplexity: 646.928982
Trainning Epoch:  15%|█▍        | 24/165 [48:41<4:40:56, 119.55s/it]2025-09-14 17:11:34,557 Stage: Train 0.5 | Epoch: 24 | Iter: 73000 | Total Loss: 0.004371 | Recon Loss: 0.003633 | Commit Loss: 0.001476 | Perplexity: 646.705313
2025-09-14 17:11:42,278 Stage: Train 0.5 | Epoch: 24 | Iter: 73200 | Total Loss: 0.004469 | Recon Loss: 0.003738 | Commit Loss: 0.001460 | Perplexity: 647.652885
2025-09-14 17:11:49,981 Stage: Train 0.5 | Epoch: 24 | Iter: 73400 | Total Loss: 0.004365 | Recon Loss: 0.003639 | Commit Loss: 0.001453 | Perplexity: 649.581228
2025-09-14 17:11:57,730 Stage: Train 0.5 | Epoch: 24 | Iter: 73600 | Total Loss: 0.004333 | Recon Loss: 0.003589 | Commit Loss: 0.001488 | Perplexity: 650.846458
2025-09-14 17:12:05,471 Stage: Train 0.5 | Epoch: 24 | Iter: 73800 | Total Loss: 0.004473 | Recon Loss: 0.003746 | Commit Loss: 0.001453 | Perplexity: 644.907797
2025-09-14 17:12:13,226 Stage: Train 0.5 | Epoch: 24 | Iter: 74000 | Total Loss: 0.004343 | Recon Loss: 0.003601 | Commit Loss: 0.001484 | Perplexity: 649.354599
2025-09-14 17:12:20,925 Stage: Train 0.5 | Epoch: 24 | Iter: 74200 | Total Loss: 0.004508 | Recon Loss: 0.003775 | Commit Loss: 0.001467 | Perplexity: 647.592200
2025-09-14 17:12:28,649 Stage: Train 0.5 | Epoch: 24 | Iter: 74400 | Total Loss: 0.004334 | Recon Loss: 0.003605 | Commit Loss: 0.001458 | Perplexity: 647.616601
2025-09-14 17:12:36,338 Stage: Train 0.5 | Epoch: 24 | Iter: 74600 | Total Loss: 0.004390 | Recon Loss: 0.003653 | Commit Loss: 0.001473 | Perplexity: 647.626764
2025-09-14 17:12:44,037 Stage: Train 0.5 | Epoch: 24 | Iter: 74800 | Total Loss: 0.004355 | Recon Loss: 0.003619 | Commit Loss: 0.001473 | Perplexity: 647.881513
2025-09-14 17:12:51,778 Stage: Train 0.5 | Epoch: 24 | Iter: 75000 | Total Loss: 0.004457 | Recon Loss: 0.003725 | Commit Loss: 0.001464 | Perplexity: 648.064275
2025-09-14 17:12:59,497 Stage: Train 0.5 | Epoch: 24 | Iter: 75200 | Total Loss: 0.004415 | Recon Loss: 0.003678 | Commit Loss: 0.001475 | Perplexity: 647.807440
2025-09-14 17:13:07,209 Stage: Train 0.5 | Epoch: 24 | Iter: 75400 | Total Loss: 0.004377 | Recon Loss: 0.003649 | Commit Loss: 0.001457 | Perplexity: 649.738560
2025-09-14 17:13:14,922 Stage: Train 0.5 | Epoch: 24 | Iter: 75600 | Total Loss: 0.004348 | Recon Loss: 0.003613 | Commit Loss: 0.001469 | Perplexity: 645.810215
2025-09-14 17:13:22,621 Stage: Train 0.5 | Epoch: 24 | Iter: 75800 | Total Loss: 0.004352 | Recon Loss: 0.003619 | Commit Loss: 0.001466 | Perplexity: 645.594032
Trainning Epoch:  15%|█▌        | 25/165 [50:39<4:37:20, 118.86s/it]2025-09-14 17:13:30,340 Stage: Train 0.5 | Epoch: 25 | Iter: 76000 | Total Loss: 0.004348 | Recon Loss: 0.003621 | Commit Loss: 0.001453 | Perplexity: 645.577347
2025-09-14 17:13:38,067 Stage: Train 0.5 | Epoch: 25 | Iter: 76200 | Total Loss: 0.004321 | Recon Loss: 0.003581 | Commit Loss: 0.001480 | Perplexity: 648.419880
2025-09-14 17:13:45,909 Stage: Train 0.5 | Epoch: 25 | Iter: 76400 | Total Loss: 0.004345 | Recon Loss: 0.003608 | Commit Loss: 0.001474 | Perplexity: 649.614012
2025-09-14 17:13:53,753 Stage: Train 0.5 | Epoch: 25 | Iter: 76600 | Total Loss: 0.004374 | Recon Loss: 0.003636 | Commit Loss: 0.001476 | Perplexity: 647.345087
2025-09-14 17:14:01,550 Stage: Train 0.5 | Epoch: 25 | Iter: 76800 | Total Loss: 0.004346 | Recon Loss: 0.003606 | Commit Loss: 0.001481 | Perplexity: 650.615693
2025-09-14 17:14:09,290 Stage: Train 0.5 | Epoch: 25 | Iter: 77000 | Total Loss: 0.004368 | Recon Loss: 0.003634 | Commit Loss: 0.001469 | Perplexity: 647.312555
2025-09-14 17:14:17,074 Stage: Train 0.5 | Epoch: 25 | Iter: 77200 | Total Loss: 0.004344 | Recon Loss: 0.003618 | Commit Loss: 0.001452 | Perplexity: 648.731940
2025-09-14 17:14:24,845 Stage: Train 0.5 | Epoch: 25 | Iter: 77400 | Total Loss: 0.004359 | Recon Loss: 0.003627 | Commit Loss: 0.001463 | Perplexity: 645.092951
2025-09-14 17:14:32,642 Stage: Train 0.5 | Epoch: 25 | Iter: 77600 | Total Loss: 0.004386 | Recon Loss: 0.003647 | Commit Loss: 0.001478 | Perplexity: 648.814607
2025-09-14 17:14:40,447 Stage: Train 0.5 | Epoch: 25 | Iter: 77800 | Total Loss: 0.004397 | Recon Loss: 0.003664 | Commit Loss: 0.001468 | Perplexity: 649.410284
2025-09-14 17:14:48,277 Stage: Train 0.5 | Epoch: 25 | Iter: 78000 | Total Loss: 0.004458 | Recon Loss: 0.003731 | Commit Loss: 0.001455 | Perplexity: 645.322334
2025-09-14 17:14:56,133 Stage: Train 0.5 | Epoch: 25 | Iter: 78200 | Total Loss: 0.004292 | Recon Loss: 0.003566 | Commit Loss: 0.001451 | Perplexity: 647.107298
2025-09-14 17:15:04,041 Stage: Train 0.5 | Epoch: 25 | Iter: 78400 | Total Loss: 0.004395 | Recon Loss: 0.003659 | Commit Loss: 0.001471 | Perplexity: 648.230121
2025-09-14 17:15:11,833 Stage: Train 0.5 | Epoch: 25 | Iter: 78600 | Total Loss: 0.004321 | Recon Loss: 0.003589 | Commit Loss: 0.001464 | Perplexity: 649.827793
2025-09-14 17:15:19,627 Stage: Train 0.5 | Epoch: 25 | Iter: 78800 | Total Loss: 0.004242 | Recon Loss: 0.003512 | Commit Loss: 0.001461 | Perplexity: 650.472230
Trainning Epoch:  16%|█▌        | 26/165 [52:37<4:35:08, 118.76s/it]2025-09-14 17:15:27,398 Stage: Train 0.5 | Epoch: 26 | Iter: 79000 | Total Loss: 0.004272 | Recon Loss: 0.003532 | Commit Loss: 0.001480 | Perplexity: 644.529855
2025-09-14 17:15:35,153 Stage: Train 0.5 | Epoch: 26 | Iter: 79200 | Total Loss: 0.004332 | Recon Loss: 0.003607 | Commit Loss: 0.001450 | Perplexity: 645.343279
2025-09-14 17:15:42,897 Stage: Train 0.5 | Epoch: 26 | Iter: 79400 | Total Loss: 0.004372 | Recon Loss: 0.003641 | Commit Loss: 0.001462 | Perplexity: 647.590837
2025-09-14 17:15:50,650 Stage: Train 0.5 | Epoch: 26 | Iter: 79600 | Total Loss: 0.004317 | Recon Loss: 0.003582 | Commit Loss: 0.001470 | Perplexity: 647.781032
2025-09-14 17:15:58,337 Stage: Train 0.5 | Epoch: 26 | Iter: 79800 | Total Loss: 0.004356 | Recon Loss: 0.003627 | Commit Loss: 0.001458 | Perplexity: 647.762798
2025-09-14 17:16:06,051 Stage: Train 0.5 | Epoch: 26 | Iter: 80000 | Total Loss: 0.004265 | Recon Loss: 0.003531 | Commit Loss: 0.001468 | Perplexity: 646.872903
2025-09-14 17:16:06,052 Saving model at iteration 80000
2025-09-14 17:16:06,587 Saving current state to vqvae_experiment/h36m_j3d_f16s1_cb2048x1024/models/checkpoint_epoch_27_step_80000
2025-09-14 17:16:06,720 Model weights saved in vqvae_experiment/h36m_j3d_f16s1_cb2048x1024/models/checkpoint_epoch_27_step_80000/pytorch_model.bin
2025-09-14 17:16:06,970 Optimizer state saved in vqvae_experiment/h36m_j3d_f16s1_cb2048x1024/models/checkpoint_epoch_27_step_80000/optimizer.bin
2025-09-14 17:16:06,970 Scheduler state saved in vqvae_experiment/h36m_j3d_f16s1_cb2048x1024/models/checkpoint_epoch_27_step_80000/scheduler.bin
2025-09-14 17:16:06,971 Random states saved in vqvae_experiment/h36m_j3d_f16s1_cb2048x1024/models/checkpoint_epoch_27_step_80000/random_states_0.pkl
2025-09-14 17:16:14,665 Stage: Train 0.5 | Epoch: 26 | Iter: 80200 | Total Loss: 0.004347 | Recon Loss: 0.003614 | Commit Loss: 0.001465 | Perplexity: 646.528358
2025-09-14 17:16:22,359 Stage: Train 0.5 | Epoch: 26 | Iter: 80400 | Total Loss: 0.004383 | Recon Loss: 0.003643 | Commit Loss: 0.001480 | Perplexity: 647.633298
2025-09-14 17:16:30,078 Stage: Train 0.5 | Epoch: 26 | Iter: 80600 | Total Loss: 0.004256 | Recon Loss: 0.003528 | Commit Loss: 0.001455 | Perplexity: 647.748605
2025-09-14 17:16:37,896 Stage: Train 0.5 | Epoch: 26 | Iter: 80800 | Total Loss: 0.004392 | Recon Loss: 0.003653 | Commit Loss: 0.001477 | Perplexity: 650.767241
2025-09-14 17:16:46,108 Stage: Train 0.5 | Epoch: 26 | Iter: 81000 | Total Loss: 0.004344 | Recon Loss: 0.003605 | Commit Loss: 0.001480 | Perplexity: 649.614084
2025-09-14 17:16:54,250 Stage: Train 0.5 | Epoch: 26 | Iter: 81200 | Total Loss: 0.004437 | Recon Loss: 0.003711 | Commit Loss: 0.001452 | Perplexity: 646.653452
2025-09-14 17:17:02,348 Stage: Train 0.5 | Epoch: 26 | Iter: 81400 | Total Loss: 0.004282 | Recon Loss: 0.003556 | Commit Loss: 0.001451 | Perplexity: 646.932024
2025-09-14 17:17:10,237 Stage: Train 0.5 | Epoch: 26 | Iter: 81600 | Total Loss: 0.004405 | Recon Loss: 0.003677 | Commit Loss: 0.001456 | Perplexity: 646.724835
2025-09-14 17:17:17,979 Stage: Train 0.5 | Epoch: 26 | Iter: 81800 | Total Loss: 0.004281 | Recon Loss: 0.003556 | Commit Loss: 0.001451 | Perplexity: 649.504797
2025-09-14 17:17:25,714 Stage: Train 0.5 | Epoch: 26 | Iter: 82000 | Total Loss: 0.004303 | Recon Loss: 0.003569 | Commit Loss: 0.001468 | Perplexity: 649.590875
Trainning Epoch:  16%|█▋        | 27/165 [54:37<4:33:56, 119.10s/it]2025-09-14 17:17:33,541 Stage: Train 0.5 | Epoch: 27 | Iter: 82200 | Total Loss: 0.004315 | Recon Loss: 0.003577 | Commit Loss: 0.001475 | Perplexity: 648.255029
2025-09-14 17:17:41,218 Stage: Train 0.5 | Epoch: 27 | Iter: 82400 | Total Loss: 0.004385 | Recon Loss: 0.003657 | Commit Loss: 0.001456 | Perplexity: 648.301070
2025-09-14 17:17:48,910 Stage: Train 0.5 | Epoch: 27 | Iter: 82600 | Total Loss: 0.004308 | Recon Loss: 0.003572 | Commit Loss: 0.001473 | Perplexity: 648.912426
2025-09-14 17:17:56,646 Stage: Train 0.5 | Epoch: 27 | Iter: 82800 | Total Loss: 0.004300 | Recon Loss: 0.003566 | Commit Loss: 0.001468 | Perplexity: 648.304096
2025-09-14 17:18:04,377 Stage: Train 0.5 | Epoch: 27 | Iter: 83000 | Total Loss: 0.004378 | Recon Loss: 0.003644 | Commit Loss: 0.001467 | Perplexity: 647.007659
2025-09-14 17:18:12,108 Stage: Train 0.5 | Epoch: 27 | Iter: 83200 | Total Loss: 0.004398 | Recon Loss: 0.003678 | Commit Loss: 0.001440 | Perplexity: 646.446916
2025-09-14 17:18:19,910 Stage: Train 0.5 | Epoch: 27 | Iter: 83400 | Total Loss: 0.004335 | Recon Loss: 0.003611 | Commit Loss: 0.001447 | Perplexity: 647.411440
2025-09-14 17:18:27,669 Stage: Train 0.5 | Epoch: 27 | Iter: 83600 | Total Loss: 0.004285 | Recon Loss: 0.003560 | Commit Loss: 0.001450 | Perplexity: 647.000988
2025-09-14 17:18:35,437 Stage: Train 0.5 | Epoch: 27 | Iter: 83800 | Total Loss: 0.004202 | Recon Loss: 0.003481 | Commit Loss: 0.001442 | Perplexity: 646.904143
2025-09-14 17:18:43,246 Stage: Train 0.5 | Epoch: 27 | Iter: 84000 | Total Loss: 0.004324 | Recon Loss: 0.003585 | Commit Loss: 0.001479 | Perplexity: 650.328924
2025-09-14 17:18:51,019 Stage: Train 0.5 | Epoch: 27 | Iter: 84200 | Total Loss: 0.004376 | Recon Loss: 0.003649 | Commit Loss: 0.001455 | Perplexity: 647.394161
2025-09-14 17:18:58,824 Stage: Train 0.5 | Epoch: 27 | Iter: 84400 | Total Loss: 0.004185 | Recon Loss: 0.003466 | Commit Loss: 0.001440 | Perplexity: 645.536271
2025-09-14 17:19:06,642 Stage: Train 0.5 | Epoch: 27 | Iter: 84600 | Total Loss: 0.004343 | Recon Loss: 0.003604 | Commit Loss: 0.001478 | Perplexity: 650.049773
2025-09-14 17:19:14,402 Stage: Train 0.5 | Epoch: 27 | Iter: 84800 | Total Loss: 0.004246 | Recon Loss: 0.003509 | Commit Loss: 0.001474 | Perplexity: 651.165785
2025-09-14 17:19:22,173 Stage: Train 0.5 | Epoch: 27 | Iter: 85000 | Total Loss: 0.004361 | Recon Loss: 0.003639 | Commit Loss: 0.001444 | Perplexity: 646.633831
Trainning Epoch:  17%|█▋        | 28/165 [56:35<4:31:05, 118.72s/it]2025-09-14 17:19:29,901 Stage: Train 0.5 | Epoch: 28 | Iter: 85200 | Total Loss: 0.004241 | Recon Loss: 0.003510 | Commit Loss: 0.001462 | Perplexity: 646.968627
2025-09-14 17:19:37,573 Stage: Train 0.5 | Epoch: 28 | Iter: 85400 | Total Loss: 0.004237 | Recon Loss: 0.003509 | Commit Loss: 0.001457 | Perplexity: 647.949259
2025-09-14 17:19:45,270 Stage: Train 0.5 | Epoch: 28 | Iter: 85600 | Total Loss: 0.004272 | Recon Loss: 0.003544 | Commit Loss: 0.001457 | Perplexity: 651.271037
2025-09-14 17:19:52,965 Stage: Train 0.5 | Epoch: 28 | Iter: 85800 | Total Loss: 0.004295 | Recon Loss: 0.003565 | Commit Loss: 0.001460 | Perplexity: 651.191015
2025-09-14 17:20:00,666 Stage: Train 0.5 | Epoch: 28 | Iter: 86000 | Total Loss: 0.004208 | Recon Loss: 0.003478 | Commit Loss: 0.001459 | Perplexity: 647.156961
2025-09-14 17:20:08,350 Stage: Train 0.5 | Epoch: 28 | Iter: 86200 | Total Loss: 0.004209 | Recon Loss: 0.003482 | Commit Loss: 0.001454 | Perplexity: 648.952054
2025-09-14 17:20:16,061 Stage: Train 0.5 | Epoch: 28 | Iter: 86400 | Total Loss: 0.004286 | Recon Loss: 0.003554 | Commit Loss: 0.001462 | Perplexity: 646.175800
2025-09-14 17:20:23,753 Stage: Train 0.5 | Epoch: 28 | Iter: 86600 | Total Loss: 0.004242 | Recon Loss: 0.003507 | Commit Loss: 0.001471 | Perplexity: 647.367351
2025-09-14 17:20:31,449 Stage: Train 0.5 | Epoch: 28 | Iter: 86800 | Total Loss: 0.004222 | Recon Loss: 0.003497 | Commit Loss: 0.001451 | Perplexity: 647.683971
2025-09-14 17:20:39,130 Stage: Train 0.5 | Epoch: 28 | Iter: 87000 | Total Loss: 0.004253 | Recon Loss: 0.003524 | Commit Loss: 0.001457 | Perplexity: 647.440495
2025-09-14 17:20:46,809 Stage: Train 0.5 | Epoch: 28 | Iter: 87200 | Total Loss: 0.004219 | Recon Loss: 0.003486 | Commit Loss: 0.001466 | Perplexity: 649.227168
2025-09-14 17:20:54,498 Stage: Train 0.5 | Epoch: 28 | Iter: 87400 | Total Loss: 0.004284 | Recon Loss: 0.003550 | Commit Loss: 0.001469 | Perplexity: 649.961199
2025-09-14 17:21:02,503 Stage: Train 0.5 | Epoch: 28 | Iter: 87600 | Total Loss: 0.004266 | Recon Loss: 0.003541 | Commit Loss: 0.001450 | Perplexity: 649.006836
2025-09-14 17:21:10,505 Stage: Train 0.5 | Epoch: 28 | Iter: 87800 | Total Loss: 0.004256 | Recon Loss: 0.003520 | Commit Loss: 0.001472 | Perplexity: 652.168746
2025-09-14 17:21:18,452 Stage: Train 0.5 | Epoch: 28 | Iter: 88000 | Total Loss: 0.004226 | Recon Loss: 0.003493 | Commit Loss: 0.001466 | Perplexity: 648.513485
Trainning Epoch:  18%|█▊        | 29/165 [58:33<4:28:34, 118.49s/it]2025-09-14 17:21:26,562 Stage: Train 0.5 | Epoch: 29 | Iter: 88200 | Total Loss: 0.004194 | Recon Loss: 0.003470 | Commit Loss: 0.001447 | Perplexity: 646.904068
2025-09-14 17:21:34,631 Stage: Train 0.5 | Epoch: 29 | Iter: 88400 | Total Loss: 0.004201 | Recon Loss: 0.003472 | Commit Loss: 0.001457 | Perplexity: 648.544790
2025-09-14 17:21:42,782 Stage: Train 0.5 | Epoch: 29 | Iter: 88600 | Total Loss: 0.004305 | Recon Loss: 0.003576 | Commit Loss: 0.001459 | Perplexity: 650.309930
2025-09-14 17:21:50,878 Stage: Train 0.5 | Epoch: 29 | Iter: 88800 | Total Loss: 0.004250 | Recon Loss: 0.003518 | Commit Loss: 0.001464 | Perplexity: 650.832752
2025-09-14 17:21:58,686 Stage: Train 0.5 | Epoch: 29 | Iter: 89000 | Total Loss: 0.004229 | Recon Loss: 0.003505 | Commit Loss: 0.001448 | Perplexity: 648.287281
2025-09-14 17:22:06,794 Stage: Train 0.5 | Epoch: 29 | Iter: 89200 | Total Loss: 0.004260 | Recon Loss: 0.003536 | Commit Loss: 0.001447 | Perplexity: 645.196758
2025-09-14 17:22:14,889 Stage: Train 0.5 | Epoch: 29 | Iter: 89400 | Total Loss: 0.004246 | Recon Loss: 0.003523 | Commit Loss: 0.001447 | Perplexity: 650.095678
2025-09-14 17:22:22,970 Stage: Train 0.5 | Epoch: 29 | Iter: 89600 | Total Loss: 0.004200 | Recon Loss: 0.003469 | Commit Loss: 0.001463 | Perplexity: 649.559385
2025-09-14 17:22:30,934 Stage: Train 0.5 | Epoch: 29 | Iter: 89800 | Total Loss: 0.004265 | Recon Loss: 0.003535 | Commit Loss: 0.001461 | Perplexity: 648.144915
2025-09-14 17:22:38,657 Stage: Train 0.5 | Epoch: 29 | Iter: 90000 | Total Loss: 0.004264 | Recon Loss: 0.003527 | Commit Loss: 0.001475 | Perplexity: 650.407516
2025-09-14 17:22:46,358 Stage: Train 0.5 | Epoch: 29 | Iter: 90200 | Total Loss: 0.004193 | Recon Loss: 0.003460 | Commit Loss: 0.001465 | Perplexity: 650.850677
2025-09-14 17:22:54,118 Stage: Train 0.5 | Epoch: 29 | Iter: 90400 | Total Loss: 0.004252 | Recon Loss: 0.003526 | Commit Loss: 0.001452 | Perplexity: 648.772158
2025-09-14 17:23:01,802 Stage: Train 0.5 | Epoch: 29 | Iter: 90600 | Total Loss: 0.004207 | Recon Loss: 0.003471 | Commit Loss: 0.001473 | Perplexity: 650.547798
2025-09-14 17:23:09,501 Stage: Train 0.5 | Epoch: 29 | Iter: 90800 | Total Loss: 0.004177 | Recon Loss: 0.003449 | Commit Loss: 0.001457 | Perplexity: 649.421325
2025-09-14 17:23:17,181 Stage: Train 0.5 | Epoch: 29 | Iter: 91000 | Total Loss: 0.004329 | Recon Loss: 0.003601 | Commit Loss: 0.001457 | Perplexity: 648.642791
Trainning Epoch:  18%|█▊        | 30/165 [1:00:33<4:27:35, 118.93s/it]2025-09-14 17:23:24,877 Stage: Train 0.5 | Epoch: 30 | Iter: 91200 | Total Loss: 0.004224 | Recon Loss: 0.003496 | Commit Loss: 0.001455 | Perplexity: 646.945621
2025-09-14 17:23:32,621 Stage: Train 0.5 | Epoch: 30 | Iter: 91400 | Total Loss: 0.004156 | Recon Loss: 0.003425 | Commit Loss: 0.001462 | Perplexity: 649.380327
2025-09-14 17:23:40,315 Stage: Train 0.5 | Epoch: 30 | Iter: 91600 | Total Loss: 0.004278 | Recon Loss: 0.003564 | Commit Loss: 0.001427 | Perplexity: 645.758169
2025-09-14 17:23:48,009 Stage: Train 0.5 | Epoch: 30 | Iter: 91800 | Total Loss: 0.004177 | Recon Loss: 0.003450 | Commit Loss: 0.001453 | Perplexity: 644.920081
2025-09-14 17:23:55,705 Stage: Train 0.5 | Epoch: 30 | Iter: 92000 | Total Loss: 0.004179 | Recon Loss: 0.003454 | Commit Loss: 0.001450 | Perplexity: 647.437409
2025-09-14 17:24:03,381 Stage: Train 0.5 | Epoch: 30 | Iter: 92200 | Total Loss: 0.004144 | Recon Loss: 0.003426 | Commit Loss: 0.001437 | Perplexity: 648.394663
2025-09-14 17:24:11,101 Stage: Train 0.5 | Epoch: 30 | Iter: 92400 | Total Loss: 0.004121 | Recon Loss: 0.003390 | Commit Loss: 0.001462 | Perplexity: 652.281032
2025-09-14 17:24:18,854 Stage: Train 0.5 | Epoch: 30 | Iter: 92600 | Total Loss: 0.004186 | Recon Loss: 0.003463 | Commit Loss: 0.001448 | Perplexity: 650.009832
2025-09-14 17:24:26,581 Stage: Train 0.5 | Epoch: 30 | Iter: 92800 | Total Loss: 0.004115 | Recon Loss: 0.003389 | Commit Loss: 0.001452 | Perplexity: 648.206611
2025-09-14 17:24:34,286 Stage: Train 0.5 | Epoch: 30 | Iter: 93000 | Total Loss: 0.004194 | Recon Loss: 0.003464 | Commit Loss: 0.001461 | Perplexity: 650.229576
2025-09-14 17:24:41,970 Stage: Train 0.5 | Epoch: 30 | Iter: 93200 | Total Loss: 0.004086 | Recon Loss: 0.003352 | Commit Loss: 0.001469 | Perplexity: 650.727144
2025-09-14 17:24:49,680 Stage: Train 0.5 | Epoch: 30 | Iter: 93400 | Total Loss: 0.004187 | Recon Loss: 0.003457 | Commit Loss: 0.001461 | Perplexity: 650.130917
2025-09-14 17:24:57,473 Stage: Train 0.5 | Epoch: 30 | Iter: 93600 | Total Loss: 0.004209 | Recon Loss: 0.003492 | Commit Loss: 0.001435 | Perplexity: 645.497264
2025-09-14 17:25:05,258 Stage: Train 0.5 | Epoch: 30 | Iter: 93800 | Total Loss: 0.004152 | Recon Loss: 0.003428 | Commit Loss: 0.001447 | Perplexity: 648.498823
2025-09-14 17:25:12,978 Stage: Train 0.5 | Epoch: 30 | Iter: 94000 | Total Loss: 0.004183 | Recon Loss: 0.003456 | Commit Loss: 0.001454 | Perplexity: 648.354930
Trainning Epoch:  19%|█▉        | 31/165 [1:02:30<4:24:33, 118.46s/it]2025-09-14 17:25:20,778 Stage: Train 0.5 | Epoch: 31 | Iter: 94200 | Total Loss: 0.004200 | Recon Loss: 0.003472 | Commit Loss: 0.001457 | Perplexity: 648.901221
