[2025-09-14 16:27:45,734] [INFO] [real_accelerator.py:161:get_accelerator] Setting ds_accelerator to cuda (auto detect)
2025-09-14 17:51:01,746 Stage: Train 0.5 | Epoch: 37 | Iter: 113800 | Total Loss: 0.003205 | Recon Loss: 0.002742 | Commit Loss: 0.000926 | Perplexity: 954.525272
2025-09-14 17:51:10,462 Stage: Train 0.5 | Epoch: 37 | Iter: 114000 | Total Loss: 0.003196 | Recon Loss: 0.002742 | Commit Loss: 0.000908 | Perplexity: 949.705882
2025-09-14 17:51:19,180 Stage: Train 0.5 | Epoch: 37 | Iter: 114200 | Total Loss: 0.003153 | Recon Loss: 0.002688 | Commit Loss: 0.000930 | Perplexity: 958.695585
2025-09-14 17:51:27,941 Stage: Train 0.5 | Epoch: 37 | Iter: 114400 | Total Loss: 0.003150 | Recon Loss: 0.002688 | Commit Loss: 0.000925 | Perplexity: 955.250424
2025-09-14 17:51:36,659 Stage: Train 0.5 | Epoch: 37 | Iter: 114600 | Total Loss: 0.003291 | Recon Loss: 0.002829 | Commit Loss: 0.000925 | Perplexity: 956.840906
2025-09-14 17:51:45,414 Stage: Train 0.5 | Epoch: 37 | Iter: 114800 | Total Loss: 0.003224 | Recon Loss: 0.002762 | Commit Loss: 0.000923 | Perplexity: 951.573859
2025-09-14 17:51:54,135 Stage: Train 0.5 | Epoch: 37 | Iter: 115000 | Total Loss: 0.003161 | Recon Loss: 0.002688 | Commit Loss: 0.000945 | Perplexity: 951.498500
2025-09-14 17:52:02,848 Stage: Train 0.5 | Epoch: 37 | Iter: 115200 | Total Loss: 0.003283 | Recon Loss: 0.002811 | Commit Loss: 0.000944 | Perplexity: 952.974452
2025-09-14 17:52:11,581 Stage: Train 0.5 | Epoch: 37 | Iter: 115400 | Total Loss: 0.003128 | Recon Loss: 0.002668 | Commit Loss: 0.000919 | Perplexity: 955.009323
Trainning Epoch:  23%|██▎       | 38/165 [1:24:07<4:40:46, 132.65s/it]2025-09-14 17:52:20,330 Stage: Train 0.5 | Epoch: 38 | Iter: 115600 | Total Loss: 0.003174 | Recon Loss: 0.002709 | Commit Loss: 0.000930 | Perplexity: 954.417113
2025-09-14 17:52:29,058 Stage: Train 0.5 | Epoch: 38 | Iter: 115800 | Total Loss: 0.003345 | Recon Loss: 0.002888 | Commit Loss: 0.000914 | Perplexity: 953.949804
2025-09-14 17:52:37,767 Stage: Train 0.5 | Epoch: 38 | Iter: 116000 | Total Loss: 0.003117 | Recon Loss: 0.002652 | Commit Loss: 0.000931 | Perplexity: 961.523690
2025-09-14 17:52:46,472 Stage: Train 0.5 | Epoch: 38 | Iter: 116200 | Total Loss: 0.003278 | Recon Loss: 0.002819 | Commit Loss: 0.000919 | Perplexity: 951.918140
2025-09-14 17:52:55,202 Stage: Train 0.5 | Epoch: 38 | Iter: 116400 | Total Loss: 0.003182 | Recon Loss: 0.002717 | Commit Loss: 0.000930 | Perplexity: 954.496138
2025-09-14 17:53:03,956 Stage: Train 0.5 | Epoch: 38 | Iter: 116600 | Total Loss: 0.003266 | Recon Loss: 0.002805 | Commit Loss: 0.000921 | Perplexity: 953.990242
2025-09-14 17:53:12,707 Stage: Train 0.5 | Epoch: 38 | Iter: 116800 | Total Loss: 0.003127 | Recon Loss: 0.002660 | Commit Loss: 0.000934 | Perplexity: 954.043004
2025-09-14 17:53:21,404 Stage: Train 0.5 | Epoch: 38 | Iter: 117000 | Total Loss: 0.003242 | Recon Loss: 0.002772 | Commit Loss: 0.000940 | Perplexity: 955.030850
2025-09-14 17:53:30,105 Stage: Train 0.5 | Epoch: 38 | Iter: 117200 | Total Loss: 0.003296 | Recon Loss: 0.002798 | Commit Loss: 0.000997 | Perplexity: 952.771186
2025-09-14 17:53:38,832 Stage: Train 0.5 | Epoch: 38 | Iter: 117400 | Total Loss: 0.003173 | Recon Loss: 0.002712 | Commit Loss: 0.000921 | Perplexity: 957.367176
2025-09-14 17:53:47,557 Stage: Train 0.5 | Epoch: 38 | Iter: 117600 | Total Loss: 0.003152 | Recon Loss: 0.002687 | Commit Loss: 0.000930 | Perplexity: 958.174732
2025-09-14 17:53:56,332 Stage: Train 0.5 | Epoch: 38 | Iter: 117800 | Total Loss: 0.003145 | Recon Loss: 0.002680 | Commit Loss: 0.000929 | Perplexity: 958.036905
2025-09-14 17:54:05,048 Stage: Train 0.5 | Epoch: 38 | Iter: 118000 | Total Loss: 0.003151 | Recon Loss: 0.002690 | Commit Loss: 0.000922 | Perplexity: 956.451749
2025-09-14 17:54:13,752 Stage: Train 0.5 | Epoch: 38 | Iter: 118200 | Total Loss: 0.003196 | Recon Loss: 0.002734 | Commit Loss: 0.000925 | Perplexity: 954.610389
2025-09-14 17:54:22,481 Stage: Train 0.5 | Epoch: 38 | Iter: 118400 | Total Loss: 0.003165 | Recon Loss: 0.002704 | Commit Loss: 0.000922 | Perplexity: 954.041754
Trainning Epoch:  24%|██▎       | 39/165 [1:26:19<4:38:29, 132.61s/it]2025-09-14 17:54:31,182 Stage: Train 0.5 | Epoch: 39 | Iter: 118600 | Total Loss: 0.003142 | Recon Loss: 0.002683 | Commit Loss: 0.000917 | Perplexity: 948.071713
2025-09-14 17:54:39,894 Stage: Train 0.5 | Epoch: 39 | Iter: 118800 | Total Loss: 0.003248 | Recon Loss: 0.002781 | Commit Loss: 0.000934 | Perplexity: 956.850575
2025-09-14 17:54:48,622 Stage: Train 0.5 | Epoch: 39 | Iter: 119000 | Total Loss: 0.003141 | Recon Loss: 0.002679 | Commit Loss: 0.000924 | Perplexity: 950.986317
2025-09-14 17:54:57,332 Stage: Train 0.5 | Epoch: 39 | Iter: 119200 | Total Loss: 0.003163 | Recon Loss: 0.002692 | Commit Loss: 0.000942 | Perplexity: 957.405338
2025-09-14 17:55:06,064 Stage: Train 0.5 | Epoch: 39 | Iter: 119400 | Total Loss: 0.003200 | Recon Loss: 0.002736 | Commit Loss: 0.000928 | Perplexity: 951.313863
2025-09-14 17:55:14,753 Stage: Train 0.5 | Epoch: 39 | Iter: 119600 | Total Loss: 0.003119 | Recon Loss: 0.002654 | Commit Loss: 0.000930 | Perplexity: 956.236225
2025-09-14 17:55:23,444 Stage: Train 0.5 | Epoch: 39 | Iter: 119800 | Total Loss: 0.003143 | Recon Loss: 0.002681 | Commit Loss: 0.000923 | Perplexity: 951.997774
2025-09-14 17:55:32,164 Stage: Train 0.5 | Epoch: 39 | Iter: 120000 | Total Loss: 0.003202 | Recon Loss: 0.002737 | Commit Loss: 0.000930 | Perplexity: 950.013059
2025-09-14 17:55:32,164 Saving model at iteration 120000
2025-09-14 17:55:32,318 Saving current state to vqvae_experiment/h36m_j3d_f16s1_cb4096x2048/models/checkpoint_epoch_40_step_120000
2025-09-14 17:55:32,547 Model weights saved in vqvae_experiment/h36m_j3d_f16s1_cb4096x2048/models/checkpoint_epoch_40_step_120000/pytorch_model.bin
2025-09-14 17:55:32,910 Optimizer state saved in vqvae_experiment/h36m_j3d_f16s1_cb4096x2048/models/checkpoint_epoch_40_step_120000/optimizer.bin
2025-09-14 17:55:32,910 Scheduler state saved in vqvae_experiment/h36m_j3d_f16s1_cb4096x2048/models/checkpoint_epoch_40_step_120000/scheduler.bin
2025-09-14 17:55:32,911 Random states saved in vqvae_experiment/h36m_j3d_f16s1_cb4096x2048/models/checkpoint_epoch_40_step_120000/random_states_0.pkl
2025-09-14 17:55:41,870 Stage: Train 0.5 | Epoch: 39 | Iter: 120200 | Total Loss: 0.003133 | Recon Loss: 0.002677 | Commit Loss: 0.000913 | Perplexity: 951.718183
2025-09-14 17:55:50,604 Stage: Train 0.5 | Epoch: 39 | Iter: 120400 | Total Loss: 0.003227 | Recon Loss: 0.002766 | Commit Loss: 0.000923 | Perplexity: 955.707603
2025-09-14 17:55:59,361 Stage: Train 0.5 | Epoch: 39 | Iter: 120600 | Total Loss: 0.003126 | Recon Loss: 0.002668 | Commit Loss: 0.000916 | Perplexity: 950.139646
2025-09-14 17:56:08,108 Stage: Train 0.5 | Epoch: 39 | Iter: 120800 | Total Loss: 0.003172 | Recon Loss: 0.002708 | Commit Loss: 0.000928 | Perplexity: 957.215964
2025-09-14 17:56:16,834 Stage: Train 0.5 | Epoch: 39 | Iter: 121000 | Total Loss: 0.003162 | Recon Loss: 0.002691 | Commit Loss: 0.000942 | Perplexity: 957.276503
2025-09-14 17:56:25,559 Stage: Train 0.5 | Epoch: 39 | Iter: 121200 | Total Loss: 0.003148 | Recon Loss: 0.002684 | Commit Loss: 0.000927 | Perplexity: 956.419669
2025-09-14 17:56:34,298 Stage: Train 0.5 | Epoch: 39 | Iter: 121400 | Total Loss: 0.003168 | Recon Loss: 0.002703 | Commit Loss: 0.000930 | Perplexity: 951.181247
Trainning Epoch:  24%|██▍       | 40/165 [1:28:33<4:36:53, 132.91s/it]2025-09-14 17:56:43,111 Stage: Train 0.5 | Epoch: 40 | Iter: 121600 | Total Loss: 0.003139 | Recon Loss: 0.002671 | Commit Loss: 0.000935 | Perplexity: 954.932145
2025-09-14 17:56:51,836 Stage: Train 0.5 | Epoch: 40 | Iter: 121800 | Total Loss: 0.003133 | Recon Loss: 0.002673 | Commit Loss: 0.000919 | Perplexity: 956.269970
2025-09-14 17:57:00,521 Stage: Train 0.5 | Epoch: 40 | Iter: 122000 | Total Loss: 0.003157 | Recon Loss: 0.002692 | Commit Loss: 0.000930 | Perplexity: 955.754175
2025-09-14 17:57:09,268 Stage: Train 0.5 | Epoch: 40 | Iter: 122200 | Total Loss: 0.003149 | Recon Loss: 0.002680 | Commit Loss: 0.000937 | Perplexity: 954.150608
2025-09-14 17:57:18,012 Stage: Train 0.5 | Epoch: 40 | Iter: 122400 | Total Loss: 0.003155 | Recon Loss: 0.002687 | Commit Loss: 0.000936 | Perplexity: 960.354975
2025-09-14 17:57:26,725 Stage: Train 0.5 | Epoch: 40 | Iter: 122600 | Total Loss: 0.003117 | Recon Loss: 0.002651 | Commit Loss: 0.000933 | Perplexity: 956.722013
2025-09-14 17:57:35,440 Stage: Train 0.5 | Epoch: 40 | Iter: 122800 | Total Loss: 0.003211 | Recon Loss: 0.002751 | Commit Loss: 0.000920 | Perplexity: 951.650742
2025-09-14 17:57:44,133 Stage: Train 0.5 | Epoch: 40 | Iter: 123000 | Total Loss: 0.003194 | Recon Loss: 0.002728 | Commit Loss: 0.000932 | Perplexity: 955.555789
2025-09-14 17:57:52,842 Stage: Train 0.5 | Epoch: 40 | Iter: 123200 | Total Loss: 0.003135 | Recon Loss: 0.002669 | Commit Loss: 0.000933 | Perplexity: 954.917056
2025-09-14 17:58:01,538 Stage: Train 0.5 | Epoch: 40 | Iter: 123400 | Total Loss: 0.003149 | Recon Loss: 0.002682 | Commit Loss: 0.000933 | Perplexity: 955.437930
2025-09-14 17:58:10,260 Stage: Train 0.5 | Epoch: 40 | Iter: 123600 | Total Loss: 0.003149 | Recon Loss: 0.002688 | Commit Loss: 0.000923 | Perplexity: 960.082404
2025-09-14 17:58:18,973 Stage: Train 0.5 | Epoch: 40 | Iter: 123800 | Total Loss: 0.003174 | Recon Loss: 0.002707 | Commit Loss: 0.000934 | Perplexity: 958.573456
2025-09-14 17:58:27,665 Stage: Train 0.5 | Epoch: 40 | Iter: 124000 | Total Loss: 0.003101 | Recon Loss: 0.002640 | Commit Loss: 0.000923 | Perplexity: 953.147225
2025-09-14 17:58:36,358 Stage: Train 0.5 | Epoch: 40 | Iter: 124200 | Total Loss: 0.003124 | Recon Loss: 0.002661 | Commit Loss: 0.000926 | Perplexity: 954.070855
2025-09-14 17:58:45,063 Stage: Train 0.5 | Epoch: 40 | Iter: 124400 | Total Loss: 0.003156 | Recon Loss: 0.002695 | Commit Loss: 0.000922 | Perplexity: 956.509594
Trainning Epoch:  25%|██▍       | 41/165 [1:30:45<4:34:18, 132.73s/it]2025-09-14 17:58:53,774 Stage: Train 0.5 | Epoch: 41 | Iter: 124600 | Total Loss: 0.003187 | Recon Loss: 0.002720 | Commit Loss: 0.000935 | Perplexity: 954.766546
2025-09-14 17:59:02,472 Stage: Train 0.5 | Epoch: 41 | Iter: 124800 | Total Loss: 0.003061 | Recon Loss: 0.002604 | Commit Loss: 0.000915 | Perplexity: 951.566136
2025-09-14 17:59:11,188 Stage: Train 0.5 | Epoch: 41 | Iter: 125000 | Total Loss: 0.003182 | Recon Loss: 0.002716 | Commit Loss: 0.000932 | Perplexity: 951.581774
2025-09-14 17:59:19,886 Stage: Train 0.5 | Epoch: 41 | Iter: 125200 | Total Loss: 0.003164 | Recon Loss: 0.002701 | Commit Loss: 0.000925 | Perplexity: 957.264649
2025-09-14 17:59:28,592 Stage: Train 0.5 | Epoch: 41 | Iter: 125400 | Total Loss: 0.003169 | Recon Loss: 0.002703 | Commit Loss: 0.000933 | Perplexity: 956.864237
2025-09-14 17:59:37,300 Stage: Train 0.5 | Epoch: 41 | Iter: 125600 | Total Loss: 0.003137 | Recon Loss: 0.002672 | Commit Loss: 0.000930 | Perplexity: 953.850614
2025-09-14 17:59:46,032 Stage: Train 0.5 | Epoch: 41 | Iter: 125800 | Total Loss: 0.003080 | Recon Loss: 0.002618 | Commit Loss: 0.000923 | Perplexity: 957.923689
2025-09-14 17:59:54,770 Stage: Train 0.5 | Epoch: 41 | Iter: 126000 | Total Loss: 0.003193 | Recon Loss: 0.002728 | Commit Loss: 0.000930 | Perplexity: 948.215981
2025-09-14 18:00:03,517 Stage: Train 0.5 | Epoch: 41 | Iter: 126200 | Total Loss: 0.003177 | Recon Loss: 0.002716 | Commit Loss: 0.000923 | Perplexity: 951.396705
2025-09-14 18:00:12,260 Stage: Train 0.5 | Epoch: 41 | Iter: 126400 | Total Loss: 0.003112 | Recon Loss: 0.002652 | Commit Loss: 0.000920 | Perplexity: 956.224821
2025-09-14 18:00:20,988 Stage: Train 0.5 | Epoch: 41 | Iter: 126600 | Total Loss: 0.003186 | Recon Loss: 0.002723 | Commit Loss: 0.000925 | Perplexity: 953.761015
2025-09-14 18:00:29,744 Stage: Train 0.5 | Epoch: 41 | Iter: 126800 | Total Loss: 0.003079 | Recon Loss: 0.002625 | Commit Loss: 0.000909 | Perplexity: 955.679510
2025-09-14 18:00:38,490 Stage: Train 0.5 | Epoch: 41 | Iter: 127000 | Total Loss: 0.003084 | Recon Loss: 0.002617 | Commit Loss: 0.000933 | Perplexity: 957.591812
2025-09-14 18:00:47,231 Stage: Train 0.5 | Epoch: 41 | Iter: 127200 | Total Loss: 0.003129 | Recon Loss: 0.002655 | Commit Loss: 0.000948 | Perplexity: 957.790074
2025-09-14 18:00:55,956 Stage: Train 0.5 | Epoch: 41 | Iter: 127400 | Total Loss: 0.003149 | Recon Loss: 0.002674 | Commit Loss: 0.000950 | Perplexity: 958.259742
Trainning Epoch:  25%|██▌       | 42/165 [1:32:58<4:31:59, 132.68s/it]2025-09-14 18:01:04,676 Stage: Train 0.5 | Epoch: 42 | Iter: 127600 | Total Loss: 0.003104 | Recon Loss: 0.002640 | Commit Loss: 0.000927 | Perplexity: 949.643973
2025-09-14 18:01:13,408 Stage: Train 0.5 | Epoch: 42 | Iter: 127800 | Total Loss: 0.003160 | Recon Loss: 0.002695 | Commit Loss: 0.000930 | Perplexity: 947.927069
2025-09-14 18:01:22,136 Stage: Train 0.5 | Epoch: 42 | Iter: 128000 | Total Loss: 0.003054 | Recon Loss: 0.002594 | Commit Loss: 0.000921 | Perplexity: 953.695843
2025-09-14 18:01:30,831 Stage: Train 0.5 | Epoch: 42 | Iter: 128200 | Total Loss: 0.003121 | Recon Loss: 0.002657 | Commit Loss: 0.000929 | Perplexity: 952.527361
2025-09-14 18:01:39,440 Stage: Train 0.5 | Epoch: 42 | Iter: 128400 | Total Loss: 0.003132 | Recon Loss: 0.002667 | Commit Loss: 0.000931 | Perplexity: 953.567392
2025-09-14 18:01:48,064 Stage: Train 0.5 | Epoch: 42 | Iter: 128600 | Total Loss: 0.003092 | Recon Loss: 0.002631 | Commit Loss: 0.000922 | Perplexity: 955.739618
2025-09-14 18:01:56,625 Stage: Train 0.5 | Epoch: 42 | Iter: 128800 | Total Loss: 0.003095 | Recon Loss: 0.002629 | Commit Loss: 0.000933 | Perplexity: 955.977954
2025-09-14 18:02:05,293 Stage: Train 0.5 | Epoch: 42 | Iter: 129000 | Total Loss: 0.003164 | Recon Loss: 0.002695 | Commit Loss: 0.000937 | Perplexity: 958.430367
2025-09-14 18:02:14,051 Stage: Train 0.5 | Epoch: 42 | Iter: 129200 | Total Loss: 0.003069 | Recon Loss: 0.002604 | Commit Loss: 0.000929 | Perplexity: 953.742637
2025-09-14 18:02:22,828 Stage: Train 0.5 | Epoch: 42 | Iter: 129400 | Total Loss: 0.003171 | Recon Loss: 0.002699 | Commit Loss: 0.000944 | Perplexity: 955.715602
2025-09-14 18:02:31,608 Stage: Train 0.5 | Epoch: 42 | Iter: 129600 | Total Loss: 0.003097 | Recon Loss: 0.002630 | Commit Loss: 0.000934 | Perplexity: 954.083112
2025-09-14 18:02:40,356 Stage: Train 0.5 | Epoch: 42 | Iter: 129800 | Total Loss: 0.003101 | Recon Loss: 0.002638 | Commit Loss: 0.000926 | Perplexity: 957.626054
2025-09-14 18:02:49,158 Stage: Train 0.5 | Epoch: 42 | Iter: 130000 | Total Loss: 0.003093 | Recon Loss: 0.002623 | Commit Loss: 0.000939 | Perplexity: 951.049456
2025-09-14 18:02:57,955 Stage: Train 0.5 | Epoch: 42 | Iter: 130200 | Total Loss: 0.003138 | Recon Loss: 0.002673 | Commit Loss: 0.000930 | Perplexity: 953.164430
2025-09-14 18:03:06,692 Stage: Train 0.5 | Epoch: 42 | Iter: 130400 | Total Loss: 0.003119 | Recon Loss: 0.002657 | Commit Loss: 0.000923 | Perplexity: 948.535617
2025-09-14 18:03:15,469 Stage: Train 0.5 | Epoch: 42 | Iter: 130600 | Total Loss: 0.003176 | Recon Loss: 0.002710 | Commit Loss: 0.000930 | Perplexity: 953.789417
Trainning Epoch:  26%|██▌       | 43/165 [1:35:10<4:29:39, 132.62s/it]2025-09-14 18:03:24,280 Stage: Train 0.5 | Epoch: 43 | Iter: 130800 | Total Loss: 0.003062 | Recon Loss: 0.002596 | Commit Loss: 0.000932 | Perplexity: 955.027333
2025-09-14 18:03:33,039 Stage: Train 0.5 | Epoch: 43 | Iter: 131000 | Total Loss: 0.003183 | Recon Loss: 0.002716 | Commit Loss: 0.000933 | Perplexity: 955.289824
2025-09-14 18:03:41,800 Stage: Train 0.5 | Epoch: 43 | Iter: 131200 | Total Loss: 0.003147 | Recon Loss: 0.002678 | Commit Loss: 0.000938 | Perplexity: 952.200102
2025-09-14 18:03:50,592 Stage: Train 0.5 | Epoch: 43 | Iter: 131400 | Total Loss: 0.003038 | Recon Loss: 0.002574 | Commit Loss: 0.000928 | Perplexity: 952.027085
2025-09-14 18:03:59,352 Stage: Train 0.5 | Epoch: 43 | Iter: 131600 | Total Loss: 0.003087 | Recon Loss: 0.002619 | Commit Loss: 0.000936 | Perplexity: 953.570464
2025-09-14 18:04:08,087 Stage: Train 0.5 | Epoch: 43 | Iter: 131800 | Total Loss: 0.003148 | Recon Loss: 0.002681 | Commit Loss: 0.000933 | Perplexity: 958.610833
2025-09-14 18:04:16,857 Stage: Train 0.5 | Epoch: 43 | Iter: 132000 | Total Loss: 0.003069 | Recon Loss: 0.002600 | Commit Loss: 0.000939 | Perplexity: 959.527581
2025-09-14 18:04:25,636 Stage: Train 0.5 | Epoch: 43 | Iter: 132200 | Total Loss: 0.003128 | Recon Loss: 0.002666 | Commit Loss: 0.000924 | Perplexity: 955.998735
2025-09-14 18:04:34,431 Stage: Train 0.5 | Epoch: 43 | Iter: 132400 | Total Loss: 0.003011 | Recon Loss: 0.002547 | Commit Loss: 0.000929 | Perplexity: 952.121888
2025-09-14 18:04:43,215 Stage: Train 0.5 | Epoch: 43 | Iter: 132600 | Total Loss: 0.003139 | Recon Loss: 0.002677 | Commit Loss: 0.000923 | Perplexity: 952.699017
2025-09-14 18:04:51,968 Stage: Train 0.5 | Epoch: 43 | Iter: 132800 | Total Loss: 0.003094 | Recon Loss: 0.002622 | Commit Loss: 0.000943 | Perplexity: 951.852718
2025-09-14 18:05:00,727 Stage: Train 0.5 | Epoch: 43 | Iter: 133000 | Total Loss: 0.003121 | Recon Loss: 0.002652 | Commit Loss: 0.000937 | Perplexity: 951.693217
2025-09-14 18:05:09,468 Stage: Train 0.5 | Epoch: 43 | Iter: 133200 | Total Loss: 0.003117 | Recon Loss: 0.002652 | Commit Loss: 0.000929 | Perplexity: 953.859314
2025-09-14 18:05:18,237 Stage: Train 0.5 | Epoch: 43 | Iter: 133400 | Total Loss: 0.003091 | Recon Loss: 0.002626 | Commit Loss: 0.000931 | Perplexity: 958.727401
2025-09-14 18:05:27,021 Stage: Train 0.5 | Epoch: 43 | Iter: 133600 | Total Loss: 0.003053 | Recon Loss: 0.002594 | Commit Loss: 0.000918 | Perplexity: 955.889643
Trainning Epoch:  27%|██▋       | 44/165 [1:37:23<4:27:47, 132.79s/it]2025-09-14 18:05:35,776 Stage: Train 0.5 | Epoch: 44 | Iter: 133800 | Total Loss: 0.003089 | Recon Loss: 0.002625 | Commit Loss: 0.000927 | Perplexity: 952.677046
2025-09-14 18:05:44,572 Stage: Train 0.5 | Epoch: 44 | Iter: 134000 | Total Loss: 0.003048 | Recon Loss: 0.002583 | Commit Loss: 0.000930 | Perplexity: 957.783986
2025-09-14 18:05:53,321 Stage: Train 0.5 | Epoch: 44 | Iter: 134200 | Total Loss: 0.003105 | Recon Loss: 0.002643 | Commit Loss: 0.000923 | Perplexity: 952.528766
2025-09-14 18:06:02,072 Stage: Train 0.5 | Epoch: 44 | Iter: 134400 | Total Loss: 0.003075 | Recon Loss: 0.002603 | Commit Loss: 0.000945 | Perplexity: 958.435732
2025-09-14 18:06:10,845 Stage: Train 0.5 | Epoch: 44 | Iter: 134600 | Total Loss: 0.003078 | Recon Loss: 0.002613 | Commit Loss: 0.000928 | Perplexity: 953.234573
2025-09-14 18:06:19,575 Stage: Train 0.5 | Epoch: 44 | Iter: 134800 | Total Loss: 0.003129 | Recon Loss: 0.002658 | Commit Loss: 0.000942 | Perplexity: 952.405559
2025-09-14 18:06:28,325 Stage: Train 0.5 | Epoch: 44 | Iter: 135000 | Total Loss: 0.003068 | Recon Loss: 0.002606 | Commit Loss: 0.000924 | Perplexity: 952.648937
2025-09-14 18:06:37,068 Stage: Train 0.5 | Epoch: 44 | Iter: 135200 | Total Loss: 0.003170 | Recon Loss: 0.002700 | Commit Loss: 0.000939 | Perplexity: 953.511587
2025-09-14 18:06:45,822 Stage: Train 0.5 | Epoch: 44 | Iter: 135400 | Total Loss: 0.003051 | Recon Loss: 0.002592 | Commit Loss: 0.000918 | Perplexity: 952.224606
2025-09-14 18:06:54,571 Stage: Train 0.5 | Epoch: 44 | Iter: 135600 | Total Loss: 0.003067 | Recon Loss: 0.002600 | Commit Loss: 0.000935 | Perplexity: 955.032045
2025-09-14 18:07:03,329 Stage: Train 0.5 | Epoch: 44 | Iter: 135800 | Total Loss: 0.003091 | Recon Loss: 0.002630 | Commit Loss: 0.000924 | Perplexity: 956.292060
2025-09-14 18:07:12,083 Stage: Train 0.5 | Epoch: 44 | Iter: 136000 | Total Loss: 0.003058 | Recon Loss: 0.002591 | Commit Loss: 0.000933 | Perplexity: 951.929407
2025-09-14 18:07:20,800 Stage: Train 0.5 | Epoch: 44 | Iter: 136200 | Total Loss: 0.003047 | Recon Loss: 0.002583 | Commit Loss: 0.000928 | Perplexity: 954.850468
2025-09-14 18:07:29,524 Stage: Train 0.5 | Epoch: 44 | Iter: 136400 | Total Loss: 0.003071 | Recon Loss: 0.002603 | Commit Loss: 0.000936 | Perplexity: 955.483642
2025-09-14 18:07:38,242 Stage: Train 0.5 | Epoch: 44 | Iter: 136600 | Total Loss: 0.003053 | Recon Loss: 0.002582 | Commit Loss: 0.000942 | Perplexity: 959.794946
Trainning Epoch:  27%|██▋       | 45/165 [1:39:36<4:25:38, 132.82s/it]2025-09-14 18:07:46,981 Stage: Train 0.5 | Epoch: 45 | Iter: 136800 | Total Loss: 0.003091 | Recon Loss: 0.002626 | Commit Loss: 0.000930 | Perplexity: 952.120953
2025-09-14 18:07:55,721 Stage: Train 0.5 | Epoch: 45 | Iter: 137000 | Total Loss: 0.003155 | Recon Loss: 0.002692 | Commit Loss: 0.000925 | Perplexity: 954.025795
2025-09-14 18:08:04,489 Stage: Train 0.5 | Epoch: 45 | Iter: 137200 | Total Loss: 0.003041 | Recon Loss: 0.002575 | Commit Loss: 0.000933 | Perplexity: 954.325790
2025-09-14 18:08:13,255 Stage: Train 0.5 | Epoch: 45 | Iter: 137400 | Total Loss: 0.003146 | Recon Loss: 0.002682 | Commit Loss: 0.000927 | Perplexity: 945.120375
2025-09-14 18:08:21,989 Stage: Train 0.5 | Epoch: 45 | Iter: 137600 | Total Loss: 0.003075 | Recon Loss: 0.002609 | Commit Loss: 0.000933 | Perplexity: 951.750292
2025-09-14 18:08:30,694 Stage: Train 0.5 | Epoch: 45 | Iter: 137800 | Total Loss: 0.003041 | Recon Loss: 0.002580 | Commit Loss: 0.000922 | Perplexity: 954.325588
2025-09-14 18:08:39,435 Stage: Train 0.5 | Epoch: 45 | Iter: 138000 | Total Loss: 0.003047 | Recon Loss: 0.002583 | Commit Loss: 0.000926 | Perplexity: 952.060392
2025-09-14 18:08:48,212 Stage: Train 0.5 | Epoch: 45 | Iter: 138200 | Total Loss: 0.003063 | Recon Loss: 0.002602 | Commit Loss: 0.000922 | Perplexity: 950.096924
2025-09-14 18:08:56,984 Stage: Train 0.5 | Epoch: 45 | Iter: 138400 | Total Loss: 0.003109 | Recon Loss: 0.002641 | Commit Loss: 0.000936 | Perplexity: 956.031702
2025-09-14 18:09:05,748 Stage: Train 0.5 | Epoch: 45 | Iter: 138600 | Total Loss: 0.003040 | Recon Loss: 0.002576 | Commit Loss: 0.000929 | Perplexity: 954.401834
2025-09-14 18:09:14,536 Stage: Train 0.5 | Epoch: 45 | Iter: 138800 | Total Loss: 0.003085 | Recon Loss: 0.002619 | Commit Loss: 0.000930 | Perplexity: 950.162715
2025-09-14 18:09:23,318 Stage: Train 0.5 | Epoch: 45 | Iter: 139000 | Total Loss: 0.003020 | Recon Loss: 0.002550 | Commit Loss: 0.000940 | Perplexity: 955.574717
2025-09-14 18:09:32,084 Stage: Train 0.5 | Epoch: 45 | Iter: 139200 | Total Loss: 0.003124 | Recon Loss: 0.002655 | Commit Loss: 0.000939 | Perplexity: 954.701586
2025-09-14 18:09:40,867 Stage: Train 0.5 | Epoch: 45 | Iter: 139400 | Total Loss: 0.003061 | Recon Loss: 0.002599 | Commit Loss: 0.000925 | Perplexity: 951.567920
2025-09-14 18:09:49,601 Stage: Train 0.5 | Epoch: 45 | Iter: 139600 | Total Loss: 0.003123 | Recon Loss: 0.002659 | Commit Loss: 0.000929 | Perplexity: 956.119567
Trainning Epoch:  28%|██▊       | 46/165 [1:41:49<4:23:31, 132.87s/it]2025-09-14 18:09:58,325 Stage: Train 0.5 | Epoch: 46 | Iter: 139800 | Total Loss: 0.003049 | Recon Loss: 0.002584 | Commit Loss: 0.000930 | Perplexity: 950.679298
2025-09-14 18:10:07,034 Stage: Train 0.5 | Epoch: 46 | Iter: 140000 | Total Loss: 0.003034 | Recon Loss: 0.002574 | Commit Loss: 0.000919 | Perplexity: 949.388803
2025-09-14 18:10:07,034 Saving model at iteration 140000
2025-09-14 18:10:07,274 Saving current state to vqvae_experiment/h36m_j3d_f16s1_cb4096x2048/models/checkpoint_epoch_47_step_140000
2025-09-14 18:10:07,509 Model weights saved in vqvae_experiment/h36m_j3d_f16s1_cb4096x2048/models/checkpoint_epoch_47_step_140000/pytorch_model.bin
